gene_name,seurat_S,seurat_G2M,is_kegg,whitfield_G1/S,whitfield_G2,whitfield_G2/M,whitfield_M/G1,whitfield_S,GO_G1,GO_G1/S,GO_G2,GO_G2/M,GO_M,GO_S,LIU_G2MvsG0G1,LIU_G2MvsS,LIU_SvsG0G1
TCP11L2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P2RX7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
FGFR1OP2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ADIPOR2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TMPO,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAG3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CCND2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TMEM106C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
EMP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SSPN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ACVR1B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NR4A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CD9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
HSD17B6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
NCAPD2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HMGA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
SCN8A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
HSP90B1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
LRRK2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
TCTN1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RPL41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
MYL6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
COQ10A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GOLT1B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
HOXC5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CDK2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
GLIPR1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CDKN1B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ERP29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRAFD1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MDM2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
WNT5B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CLEC2D,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
RAD51AP1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
DYRK4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
KCNH3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HOXC13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DNM1L,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SLC2A3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
KLRC4-KLRK1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BCAT1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SYT10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PRICKLE1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
SLC2A13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CERS5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
RACGAP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BTG1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CCDC59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DUSP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
TM7SF3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CRY1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E2F7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
NTN4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TESC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
TBX3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SVOP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
M6PR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PZP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CDK4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PLCZ1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ZNF641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
NELL2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CORO1C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PRIM1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CBX5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KCNJ8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
VPS29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ST8SIA1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
NUAK1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ERP27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
ARHGDIB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PLBD1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
RPL6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
C12orf42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MORN3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
TWF1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OVCH1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
STAT2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FOXM1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
POLE,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PKP2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
GPC6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CUL4A,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
FAM124A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
NUDT15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SGCG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ING1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RGCC,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ZIC2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
NBEA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
BRCA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CAB39L,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DACH1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
FOXO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SLITRK6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PCDH9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
FLT3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
DCLK1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EFNB2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SLC25A30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RAB20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GJA3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
LATS2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
NEK5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ATP7B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
C14orf28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
FOS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ISCA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
JDP2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SPATA7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SRSF5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
RGS6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
PTGER2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CHGA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
UBR7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMOC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZBTB42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
LTB4R2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EIF2S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
G2E3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BDKRB2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
LRFN5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
BTBD6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
COCH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CRIP2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
VASH1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CDKN3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
ARHGAP5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DHRS4L2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CALM1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ACOT2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
BMP4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CEP128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RPS6KA5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GALC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CINP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GPR68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
PRMT5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PYGL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CCNB1IP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
TEP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TGFB3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
PLEK2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CBLN3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SPTB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ACTN1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GPR132,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PRKD1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ENTPD5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ALDH6A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PRIMA1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SLC22A17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TRMT5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
THBS1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SPRED1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
RAD51,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CCNB2,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
SMAD6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MYZAP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SH3GL3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
NR2F2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
WDR76,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BUB1B,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PGBD4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EMC4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PIAS1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
KIF23,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
NUSAP1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MKRN3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
BLM,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SENP8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZWILCH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ARHGAP11A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SLC12A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
TPM1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PAK6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OCA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SHC4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
THAP10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MNS1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
IGDCC3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
CHRNB4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CEP152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ARPP19,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PYGO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FBN1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
IDH2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GOLGA8B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TIPIN,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MESP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EHD4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RASGRP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
RGMA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RAB26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SCNN1B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ORC6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
LCMT1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
LPCAT2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DYNLRB2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GINS3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TERF2IP,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
PLK1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CDH5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CDH3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
RBL2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
CNEP1R1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ITPRIPL2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CCDC113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SYNGR3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SLC9A3R2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
VWA3A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CTCF,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CDH8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
TOX3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GINS2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCDC102A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
YPEL3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
GCSH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ESRP2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
PLLP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
KCTD19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TERF2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TSR3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
PRDM7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ABCC6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PPL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TMEM231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
GPRC5B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
DPEP2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
NSMCE1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TXNDC17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TMEM98,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ATAD5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RGS9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
CACNG4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FZD2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
MED9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
THRA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TMEM95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
LRRC46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MRPS7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BIRC5,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
CHMP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SLC2A4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ADORA2B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CD300A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CDK3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EFCAB5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CARD14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PIGW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MIS12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
MED31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
USP22,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
IKZF3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
ETV4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TNS4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MMD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SKAP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TOP2A,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CEP112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PLD6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
RASD1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PLSCR3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CYGB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PMP22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ZBTB4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MAP3K14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ACTG1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PTGES3L,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
BRIP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ABCA6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SLFN11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
KRT19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BRCA1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
CDH7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
RNF125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CNDP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
APCDD1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
NAPG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SERPINB5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CABYR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CABLES1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TYMS,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ANKRD30B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
COLEC12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CELF4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CCDC68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FBXO15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ZNF396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
KDSR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ACAA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PALM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MRPL54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TPM4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CYP4F8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CYP4F22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ZNF93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ZNF257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
WTIP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CCNE1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
TMEM147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BRSK1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CD22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZNF181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZNF547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZNF177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ZNF304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
RAB11B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SYNGR4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CCDC159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CDC34,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PLK5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APOC4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
APOC4-APOC2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
MYADM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
CACNG6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
DNM2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ZNF324,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ZNF726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
USP29,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
UHRF1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PET100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
NPAS1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ZNF98,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZNF850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FBXO17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SBSN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SYT5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FBXL12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ZNF699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZNF414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CA11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CAPN12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FUT5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
DAPK3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ZNF681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TNNT1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FCGBP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ZNF433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CEACAM7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PCSK2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
SYNDIG1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
DSTN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
SPTLC3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EYA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
PLCB1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TTPAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
